FileName, CommitSha
Test.json,9c00e6d0ac4f07d212611f408c1adac0d13ac1d2
Azure_Sentinel_analytic_rule.json,9b51ba46e9585e4ad7c4d6de9db9a346356a8df4
Heart beat Test - Github.json,bc12c1378cce5f9071fcc265c2b4f862b629f8cd
Azure_Sentinel_analytic_rule (1).json,be49c20b49c43fd94a9ae2ee4765643544f83012

